sgbid	sgbname	tax_k	tax_p	tax_c	tax_o	tax_f	tax_g	tax_s	terminal_sgb	is_human_pathogen	assigned_pathogen_name	assigned_pathogen_taxid
20370	SGB20370	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Pedobacter	s__Pedobacter_sp	t__SGB20370	no	NA	NA
20372	SGB20372	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Pedobacter	s__Pedobacter_sp	t__SGB20372	no	NA	NA
20374	SGB20374	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Pedobacter	s__Pedobacter_metabolipauper	t__SGB20374	no	NA	NA
20375	SGB20375	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Pedobacter	s__Pedobacter_sp	t__SGB20375	no	NA	NA
20376	SGB20376	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Pedobacter	s__Pedobacter_sp	t__SGB20376	no	NA	NA
20377	SGB20377	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Pedobacter	s__Pedobacter_sp_HMWF019	t__SGB20377	no	NA	NA
20378	SGB20378	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Pedobacter	s__Pedobacter_sp	t__SGB20378	no	NA	NA
20379	SGB20379	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Pedobacter	s__Pedobacter_cryoconitis	t__SGB20379	no	NA	NA
20380	SGB20380	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Pedobacter	s__Pedobacter_duraquae	t__SGB20380	no	NA	NA
20381	SGB20381	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Solitalea	s__Solitalea_longa	t__SGB20381	no	NA	NA
20382	SGB20382	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Pedobacter	s__Pedobacter_sp_FJ4_8	t__SGB20382	no	NA	NA
20383	SGB20383	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Pedobacter	s__Pedobacter_tournemirensis	t__SGB20383	no	NA	NA
20384	SGB20384	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Arcticibacter	s__Arcticibacter_pallidicorallinus	t__SGB20384	no	NA	NA
20385	SGB20385	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Arcticibacter	s__Arcticibacter_eurypsychrophilus	t__SGB20385	no	NA	NA
20387	SGB20387	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Anseongella	s__Anseongella_ginsenosidimutans	t__SGB20387	no	NA	NA
20389	SGB20389	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Schleiferiaceae	g__Schleiferia	s__Schleiferia_sp	t__SGB20389	no	NA	NA
20391	SGB20391	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Apibacter	s__Apibacter_sp_wkB309	t__SGB20391	no	NA	NA
20392	SGB20392	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Apibacter	s__Apibacter_sp	t__SGB20392	no	NA	NA
20393	SGB20393	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Apibacter	s__Apibacter_adventoris	t__SGB20393	no	NA	NA
20400	SGB20400	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Capnocytophaga	s__Capnocytophaga_sp_oral_taxon_878	t__SGB20400	no	NA	NA
20405	SGB20405	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Elizabethkingia	s__Elizabethkingia_sp_YR214	t__SGB20405	no	NA	NA
20410	SGB20410	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_nematophagum	t__SGB20410	no	NA	NA
20411	SGB20411	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_sp	t__SGB20411	no	NA	NA
20415	SGB20415	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_sp_5_R23647	t__SGB20415	no	NA	NA
20417	SGB20417	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_sp	t__SGB20417	no	NA	NA
20418	SGB20418	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_sp	t__SGB20418	no	NA	NA
20422	SGB20422	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_lathyri	t__SGB20422	no	NA	NA
20423	SGB20423	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_elymi	t__SGB20423	no	NA	NA
20425	SGB20425	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_sp	t__SGB20425	no	NA	NA
20430	SGB20430	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_aurantiacum	t__SGB20430	no	NA	NA
20431	SGB20431	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_sp	t__SGB20431	no	NA	NA
20432	SGB20432	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_bernardetii	t__SGB20432	no	NA	NA
20433	SGB20433	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_sp	t__SGB20433	no	NA	NA
20435	SGB20435	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_nakagawai	t__SGB20435	no	NA	NA
20436	SGB20436	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_nakagawai	t__SGB20436	no	NA	NA
20437	SGB20437	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_sp	t__SGB20437	no	NA	NA
20439	SGB20439	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_sp_MYb7	t__SGB20439	no	NA	NA
20440	SGB20440	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_sp	t__SGB20440	no	NA	NA
20441	SGB20441	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_sp	t__SGB20441	no	NA	NA
20442	SGB20442	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_sp_HMWF028	t__SGB20442	no	NA	NA
20443	SGB20443	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_sp	t__SGB20443	no	NA	NA
20444	SGB20444	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_sp	t__SGB20444	no	NA	NA
20445	SGB20445	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_sp	t__SGB20445	no	NA	NA
20446	SGB20446	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_sp	t__SGB20446	no	NA	NA
20447	SGB20447	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_culicis	t__SGB20447	no	NA	NA
20449	SGB20449	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_sp_AG844	t__SGB20449	no	NA	NA
20450	SGB20450	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_indologenes	t__SGB20450	no	NA	NA
20451	SGB20451	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_sp	t__SGB20451	no	NA	NA
20452	SGB20452	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_sp	t__SGB20452	no	NA	NA
20455	SGB20455	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_indologenes	t__SGB20455	no	NA	NA
20457	SGB20457	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_flavum	t__SGB20457	no	NA	NA
20458	SGB20458	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_sp_7_F195	t__SGB20458	no	NA	NA
20459	SGB20459	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_sp	t__SGB20459	no	NA	NA
20461	SGB20461	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_shandongense	t__SGB20461	no	NA	NA
20462	SGB20462	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_hispalense	t__SGB20462	no	NA	NA
20463	SGB20463	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__Flavobacterium_sp	t__SGB20463	no	NA	NA
20465	SGB20465	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_daecheongense	t__SGB20465	no	NA	NA
20466	SGB20466	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_defluvii	t__SGB20466	no	NA	NA
20468	SGB20468	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_daeguense	t__SGB20468	no	NA	NA
20469	SGB20469	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_sp	t__SGB20469	no	NA	NA
20470	SGB20470	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_sp	t__SGB20470	no	NA	NA
20472	SGB20472	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_sp	t__SGB20472	no	NA	NA
20473	SGB20473	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_camelliae	t__SGB20473	no	NA	NA
20474	SGB20474	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_gregarium	t__SGB20474	no	NA	NA
20476	SGB20476	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_tenax	t__SGB20476	no	NA	NA
20478	SGB20478	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_hispanicum	t__SGB20478	no	NA	NA
20479	SGB20479	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_sp_36_9	t__SGB20479	no	NA	NA
20480	SGB20480	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_arachidiradicis	t__SGB20480	no	NA	NA
20481	SGB20481	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_sp	t__SGB20481	no	NA	NA
20482	SGB20482	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_caeni	t__SGB20482	no	NA	NA
20483	SGB20483	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_xixisoli	t__SGB20483	no	NA	NA
20485	SGB20485	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_sp	t__SGB20485	no	NA	NA
20486	SGB20486	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_sp	t__SGB20486	no	NA	NA
20488	SGB20488	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_carnis	t__SGB20488	no	NA	NA
20490	SGB20490	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_sp	t__SGB20490	no	NA	NA
20492	SGB20492	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_palustre	t__SGB20492	no	NA	NA
20493	SGB20493	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_sp_YLOS41	t__SGB20493	no	NA	NA
20495	SGB20495	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_sp	t__SGB20495	no	NA	NA
20496	SGB20496	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_sp_VAUSW3	t__SGB20496	no	NA	NA
20498	SGB20498	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_sp	t__SGB20498	no	NA	NA
20500	SGB20500	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_sp_39_10	t__SGB20500	no	NA	NA
20501	SGB20501	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacteriaceae_unclassified	s__Flavobacteriaceae_bacterium_KYPW7	t__SGB20501	no	NA	NA
20503	SGB20503	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Bergeyella	s__Bergeyella_cardium	t__SGB20503	no	NA	NA
20504	SGB20504	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Sinomicrobium	s__Sinomicrobium_pectinilyticum	t__SGB20504	no	NA	NA
20505	SGB20505	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Sinomicrobium	s__Sinomicrobium_sp_N_1_3_6	t__SGB20505	no	NA	NA
20506	SGB20506	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriales_unclassified	g__Flavobacteriales_unclassified	s__Flavobacteriales_bacterium_CG_4_9_14_3_um_filter_40_17	t__SGB20506	no	NA	NA
20507	SGB20507	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacteriaceae_unclassified	s__Flavobacteriaceae_bacterium_CG18_big_fil_WC_8_21_14_2_50_34_36	t__SGB20507	no	NA	NA
20508	SGB20508	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriales_unclassified	g__Flavobacteriales_unclassified	s__Flavobacteriales_bacterium_CG_4_8_14_3_um_filter_35_10	t__SGB20508	no	NA	NA
20509	SGB20509	k__Bacteria	p__Bacteroidetes	c__Bacteroidetes_unclassified	o__Bacteroidetes_unclassified	f__Bacteroidetes_unclassified	g__Bacteroidetes_unclassified	s__Bacteroidetes_bacterium	t__SGB20509	no	NA	NA
20510	SGB20510	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacteriaceae_unclassified	s__Flavobacteriaceae_bacterium	t__SGB20510	no	NA	NA
20511	SGB20511	k__Bacteria	p__Bacteroidetes	c__Bacteroidetes_unclassified	o__Bacteroidetes_unclassified	f__Bacteroidetes_unclassified	g__Bacteroidetes_unclassified	s__Bacteroidetes_bacterium	t__SGB20511	no	NA	NA
20513	SGB20513	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Formosa	s__Formosa_sp	t__SGB20513	no	NA	NA
20514	SGB20514	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacteriaceae_unclassified	s__Flavobacteriaceae_bacterium	t__SGB20514	no	NA	NA
20515	SGB20515	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacteriaceae_unclassified	s__Flavobacteriaceae_bacterium	t__SGB20515	no	NA	NA
20516	SGB20516	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriales_unclassified	g__Flavobacteriales_unclassified	s__Flavobacteriales_bacterium	t__SGB20516	no	NA	NA
20517	SGB20517	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacteriaceae_unclassified	s__Flavobacteriaceae_bacterium	t__SGB20517	no	NA	NA
20518	SGB20518	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacteriaceae_unclassified	s__Flavobacteriaceae_bacterium_TMED42	t__SGB20518	no	NA	NA
20519	SGB20519	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Eudoraea	s__Eudoraea_adriatica	t__SGB20519	no	NA	NA
20520	SGB20520	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Muriicola	s__Muriicola_sp	t__SGB20520	no	NA	NA
20521	SGB20521	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Zeaxanthinibacter	s__Zeaxanthinibacter_enoshimensis	t__SGB20521	no	NA	NA
20522	SGB20522	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Aureitalea	s__Aureitalea_marina	t__SGB20522	no	NA	NA
20523	SGB20523	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Robiginitalea	s__Robiginitalea_sp	t__SGB20523	no	NA	NA
20524	SGB20524	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Aureicoccus	s__Aureicoccus_marinus	t__SGB20524	no	NA	NA
20525	SGB20525	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Muricauda	s__Muricauda_sp_SM1704	t__SGB20525	no	NA	NA
20527	SGB20527	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Muricauda	s__Muricauda_sp_TMED12	t__SGB20527	no	NA	NA
20528	SGB20528	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Muricauda	s__Muricauda_lutimaris	t__SGB20528	no	NA	NA
20529	SGB20529	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Muricauda	s__Muricauda_sp	t__SGB20529	no	NA	NA
20530	SGB20530	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Muricauda	s__Muricauda_sp	t__SGB20530	no	NA	NA
20531	SGB20531	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Muricauda	s__Muricauda_aquimarina	t__SGB20531	no	NA	NA
20532	SGB20532	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Muricauda	s__Muricauda_sp_ARW7G5W	t__SGB20532	no	NA	NA
20533	SGB20533	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Muricauda	s__Muricauda_olearia	t__SGB20533	no	NA	NA
20534	SGB20534	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Muricauda	s__Muricauda_sp	t__SGB20534	no	NA	NA
20535	SGB20535	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Muricauda	s__Muricauda_sp	t__SGB20535	no	NA	NA
20536	SGB20536	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Muricauda	s__Muricauda_sp	t__SGB20536	no	NA	NA
20537	SGB20537	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Muricauda	s__Muricauda_sp	t__SGB20537	no	NA	NA
20539	SGB20539	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Muricauda	s__Muricauda_sp	t__SGB20539	no	NA	NA
20540	SGB20540	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Muricauda	s__Muricauda_beolgyonensis	t__SGB20540	no	NA	NA
20541	SGB20541	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Muricauda	s__Muricauda_sp	t__SGB20541	no	NA	NA
20543	SGB20543	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Muricauda	s__Muricauda_pacifica	t__SGB20543	no	NA	NA
20544	SGB20544	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flagellimonas	s__Flagellimonas_sp_HME9304	t__SGB20544	no	NA	NA
20545	SGB20545	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flagellimonas	s__Flagellimonas_aquimarina	t__SGB20545	no	NA	NA
20546	SGB20546	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Muricauda	s__Muricauda_sp	t__SGB20546	no	NA	NA
20547	SGB20547	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Pseudozobellia	s__Pseudozobellia_sp	t__SGB20547	no	NA	NA
20548	SGB20548	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Maribacter	s__Maribacter_polysiphoniae	t__SGB20548	no	NA	NA
20549	SGB20549	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Zobellia	s__Zobellia_uliginosa	t__SGB20549	no	NA	NA
20551	SGB20551	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Cellulophaga	s__Cellulophaga_sp	t__SGB20551	no	NA	NA
20552	SGB20552	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Cellulophaga	s__Cellulophaga_sp	t__SGB20552	no	NA	NA
20553	SGB20553	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Maribacter	s__Maribacter_vaceletii	t__SGB20553	no	NA	NA
20554	SGB20554	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Maribacter	s__Maribacter_spongiicola	t__SGB20554	no	NA	NA
20555	SGB20555	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Maribacter	s__Maribacter_caenipelagi	t__SGB20555	no	NA	NA
20556	SGB20556	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Maribacter	s__Maribacter_forsetii	t__SGB20556	no	NA	NA
